brand,model,year,mileage,fuel_type,transmission,origin,car_type,seats,price
Toyota,Vios,2008.0,100000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,170000000
Chevrolet,Captiva,2007.0,138000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,7.0,135000000
Ford,Ranger,2022.0,17000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,579000000
Hyundai,Avante,2013.0,110000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,220000000
Mercedes Benz,C Class,2020.0,63000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,999000000
Mercedes Benz,E Class,2017.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1039000000
Ford,Ranger,2022.0,62000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,590000000
VinFast,VF3,2024.0,1.0,Điện,Tự động,Việt Nam,SUV / Cross over,4.0,299000000
Ford,Everest,2022.0,28000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,1029000000
Toyota,Rush,2019.0,95000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,470000000
Toyota,Fortuner,2019.0,76000.0,Dầu,Số sàn,Nước khác,SUV / Cross over,7.0,745000000
Kia,Sorento,2023.0,13000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,1150000000
Kia,Morning,2011.0,115000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,170000000
Nissan,Navara,2017.0,140000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,415000000
Mitsubishi,Xpander,2021.0,32000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,519000000
Toyota,Fortuner,2018.0,90000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,699000000
BMW,5 Series,2018.0,95000.0,Xăng,Tự động,Đức,Sedan,5.0,1099000000
Toyota,Innova,2018.0,86000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,375000000
Mazda,6,2020.0,21000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,595000000
Nissan,Navara,2019.0,67000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,475000000
Mercedes Benz,E Class,2022.0,20.0,Xăng,Tự động,Việt Nam,Sedan,5.0,2299000000
Toyota,Camry,2002.0,300000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,125000000
Mitsubishi,Attrage,2021.0,106000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,420000000
Honda,BR-V,2023.0,14000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,599000000
Toyota,Fortuner,2022.0,26000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,865000000
Toyota,Fortuner,2016.0,60000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,555000000
Hyundai,Accent,2022.0,52000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,339000000
Honda,BR-V,2023.0,29000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,609000000
Mazda,CX 8,2020.0,39000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,770000000
Ford,Escape,2013.0,16.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,265000000
Toyota,Corolla Altis,2022.0,12000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,720000000
Mercedes Benz,CLA Class,2016.0,78000.0,Xăng,Tự động,Nước khác,Sedan,5.0,615000000
Daewoo,Lacetti,2010.0,130000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,169000000
Ford,Territory,2023.0,30000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,795000000
Kia,Carens,2010.0,0.0,Xăng,Số sàn,Việt Nam,Sedan,7.0,185000000
Peugeot,3008,2021.0,9000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,785000000
Toyota,Fortuner,2016.0,95400.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,650000000
VinFast,VF8,2022.0,25000.0,Điện,Tự động,Việt Nam,SUV / Cross over,5.0,845000000
Chevrolet,Captiva,2008.0,100000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,7.0,158000000
Kia,Carnival,2022.0,50999.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,1219000000
Toyota,Fortuner,2014.0,80000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,415000000
Mazda,2,2017.0,69000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,338000000
Kia,Cerato,2016.0,153630.0,Xăng,Tự động,Việt Nam,Sedan,5.0,395000000
Ford,Ranger,2019.0,50000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,440000000
Hyundai,Tucson,2022.0,55000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,2.0,788000000
Toyota,Land Cruiser,2012.0,90000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,1650000000
Kia,Soluto,2020.0,191000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,310000000
Toyota,Fortuner,2009.0,120000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,368000000
Hyundai,Grand i10,2018.0,70000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,280000000
Toyota,Fortuner,2015.0,144000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,495000000
Hyundai,Kona,2019.0,41000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,520000000
Toyota,Wigo,2018.0,69999.0,Xăng,Tự động,Nước khác,Hatchback,5.0,300000000
Honda,City,2021.0,27000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,470000000
Ford,EcoSport,2018.0,30000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,445000000
Kia,Morning,2005.0,99000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,135000000
Mazda,6,2005.0,125000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,160000000
Mitsubishi,Attrage,2022.0,28000.0,Xăng,Tự động,Nước khác,Sedan,5.0,395000000
Hyundai,Kona,2018.0,82000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,439000000
Ford,Ranger,2021.0,80000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,690000000
Ford,Ranger,2018.0,65000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,475000000
Lexus,ES,2019.0,52000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,5.0,1760000000
MG,MGZS,2022.0,67000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,420000000
Toyota,Fortuner,2019.0,90000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,835000000
Mazda,CX 5,2016.0,55000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,500000000
Kia,Morning,2013.0,185762.0,Xăng,Tự động,Việt Nam,Hatchback,2.0,148000000
Mazda,CX 5,2019.0,26000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,679000000
Kia,Rio,2017.0,35000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,268000000
Honda,HR-V,2022.0,34000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,789000000
Ford,Ranger,2015.0,93000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,539000000
Mazda,3,2019.0,43000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,450000000
Mazda,CX 5,2016.0,200000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,450000000
Mercedes Benz,GLC Class,2022.0,25000.0,Xăng,Tự động,Đức,SUV / Cross over,5.0,1489000000
Honda,Civic,2010.0,128.0,Xăng,Tự động,Nhật Bản,Sedan,5.0,288000000
Hyundai,Sonata,2010.0,90000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,285000000
Honda,Jazz,2018.0,63000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,366777777
Chevrolet,Cruze,2011.0,150000.0,Xăng,Số sàn,Nước khác,Sedan,5.0,159000000
Ford,Ranger,2021.0,60000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,676000000
VinFast,Fadil,2020.0,46000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,325000000
BMW,3 Series,2022.0,10000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1285000000
Kia,Morning,2009.0,88000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,169000000
Kia,Morning,2011.0,0.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,215000000
Ford,Ranger,2020.0,93000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,539000000
Chevrolet,Cruze,2010.0,250000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,150000000
Honda,Civic,2009.0,170000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,215000000
Porsche,Cayenne,2008.0,206000.0,Xăng,Số sàn,Đức,SUV / Cross over,5.0,350000000
Hyundai,Santa Fe,2017.0,80000.0,Dầu,Tự động,Hàn Quốc,SUV / Cross over,7.0,699000000
Mitsubishi,Xpander,2023.0,43000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,599000000
Chevrolet,Aveo,2016.0,100000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,195000000
Ford,Territory,2023.0,4500.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,869000000
Chevrolet,Trailblazer,2018.0,90000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,585000000
Honda,CR V,2022.0,15000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,919000000
Toyota,Raize,2022.0,37151.0,Xăng,Tự động,Ấn Độ,SUV / Cross over,7.0,480000000
Ford,Ranger,2017.0,96000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,456000000
Mitsubishi,Xpander,2022.0,51000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,7.0,465000000
Mazda,2,2018.0,36000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,399000000
Ford,Ranger,2021.0,33000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,585000000
Toyota,Fortuner,2019.0,37000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,850000000
Toyota,Veloz Cross,2022.0,36000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,565000000
Hyundai,Creta,2023.0,20000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,645000000
MG,MGZS,2024.0,24000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,465000000
Kia,Sedona,2018.0,103000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,696000000
Kia,Rio,2015.0,39000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,318000000
Honda,CR V,2020.0,65000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,760000000
Mercedes Benz,C Class,2015.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,620000000
Mitsubishi,Xpander,2023.0,19000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,590000000
Hyundai,Accent,2018.0,76000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,368000000
Hyundai,Kona,2018.0,63000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,423000000
VinFast,Lux A2.0,2021.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,610000000
Mazda,CX 5,2020.0,27000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,710000000
Ford,Ranger,2004.0,80000.0,Dầu,Số sàn,Việt Nam,Pick-up (bán tải),5.0,130000000
Mazda,3,2016.0,76000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,445000000
Honda,City,2015.0,70000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,345000000
Toyota,1116,2022.0,75600.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,538000000
Toyota,Vios,2022.0,50000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,460000000
Honda,Civic,2022.0,10900.0,Xăng,Tự động,Thái Lan,Sedan,5.0,680000000
Ford,EcoSport,2019.0,50000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,415000500
Hãng khác,Dòng khác,2023.0,15000.0,Xăng,Số sàn,Việt Nam,Kiểu dáng khác,5.0,280000000
Hyundai,Accent,2019.0,100000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,298000000
Ford,Everest,2021.0,54969.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,999000000
Mitsubishi,Xpander,2022.0,74000.0,Xăng,Tự động,Nước khác,Minivan (MPV),9.0,570000000
Ford,Ranger,2023.0,36000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,5.0,675000000
Mitsubishi,Xpander,2019.0,75000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,466666666
Suzuki,XL 7,2022.0,25000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,499000000
Honda,City,2021.0,57000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,485000000
Kia,Morning,2010.0,126000.0,Xăng,Số sàn,Hàn Quốc,Hatchback,5.0,125000000
Mitsubishi,Grandis,2009.0,130000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,300000000
Kia,Morning,2022.0,19000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,355000000
Toyota,Vios,2020.0,130000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,429999999
Honda,Civic,2022.0,10900.0,Xăng,Tự động,Thái Lan,Sedan,2.0,680000000
Toyota,Innova,2006.0,100000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,399000000
Toyota,Sienna,2010.0,40000.0,Xăng,Tự động,Mỹ,Minivan (MPV),7.0,980000000
Mazda,3,2016.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,4.0,370000000
Hyundai,Getz,2009.0,200000.0,Xăng,Số sàn,Hàn Quốc,Hatchback,5.0,115000000
Ford,Escape,2004.0,180000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,105000000
Toyota,Sienna,2010.0,39998.0,Xăng,Tự động,Mỹ,Minivan (MPV),7.0,980000000
Kia,Sedona,2020.0,79000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),5.0,763000000
Toyota,Yaris,2019.0,62000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,479000000
Kia,Cerato,2017.0,65000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,565000000
Mercedes Benz,C Class,2021.0,4300.0,Xăng,Tự động,Việt Nam,Sedan,5.0,1300000000
Ford,Territory,2022.0,50000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,750000000
Toyota,Veloz Cross,2022.0,100000.0,Xăng,Tự động,Nước khác,Kiểu dáng khác,9.0,550000000
Ford,Focus,2014.0,100000.0,Xăng,Tự động,Việt Nam,Hatchback,6.0,293000000
Kia,Carnival,2008.0,132000.0,Xăng,Tự động,Hàn Quốc,Minivan (MPV),7.0,152000000
Mazda,3,2020.0,65000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,565000000
Ford,Explorer,2019.0,0.0,Xăng,Tự động,Mỹ,SUV / Cross over,2.0,1150000000
Kia,Sorento,2021.0,30000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,6.0,880000000
BMW,X5,2011.0,57000.0,Xăng,Tự động,Mỹ,SUV / Cross over,8.0,570000000
Mitsubishi,Xpander,2022.0,57000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,565000000
Hyundai,Accent,2019.0,60000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,315000000
Ford,Ranger,2021.0,61000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,978000000
Ford,Focus,2019.0,70000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,388000000
VinFast,VF5,2024.0,0.0,Điện,Tự động,Việt Nam,SUV / Cross over,5.0,505000000
Peugeot,3008,2018.0,49000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),5.0,599000000
Toyota,Fortuner,2021.0,50000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,915000000
Ford,Ranger,2024.0,40000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,665000000
Ford,Territory,2022.0,0.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,755000000
VinFast,VF5,2025.0,0.0,Điện,Tự động,Việt Nam,SUV / Cross over,5.0,529000000
Kia,Carnival,2022.0,40000.0,Động cơ Hybrid,Tự động,Việt Nam,Minivan (MPV),7.0,1111111111
Hyundai,Accent,2021.0,75000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,435000000
Mercedes Benz,GLC Class,2018.0,56000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,1150000000
Mazda,3,2021.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,4.0,550000000
Chevrolet,Captiva,2015.0,33000.0,Xăng,Tự động,Mỹ,SUV / Cross over,7.0,425000000
Suzuki,XL 7,2023.0,107000.0,Xăng,Tự động,Nước khác,Hatchback,7.0,480000000
Mazda,3,2020.0,34000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,575000000
Toyota,Avanza Premio,2024.0,9948.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,7.0,508000000
Ford,Everest,2021.0,0.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,865000000
Toyota,Avanza Premio,2023.0,21000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,7.0,495000000
Lexus,RX,2024.0,3000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,3550000000
Toyota,Wigo,2021.0,19888.0,Xăng,Số sàn,Nước khác,Hatchback,5.0,319000000
VinFast,Fadil,2020.0,38000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,299000000
Ford,Ranger,2022.0,40000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,550000000
Hyundai,Santa Fe,2021.0,47000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,989000000
Honda,City,2023.0,11000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,518000000
Toyota,Innova,2007.0,125000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,199000000
Toyota,Fortuner,2016.0,95400.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,630000000
Ford,Ranger,2021.0,75000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,715000000
Toyota,Innova,2018.0,83000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,580000000
Honda,City,2023.0,16000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,515000000
Toyota,Wigo,2019.0,60000.0,Xăng,Số sàn,Nước khác,Hatchback,5.0,243000000
Toyota,Vios,2018.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,380000000
Toyota,Fortuner,2017.0,86000.0,Dầu,Số sàn,Nước khác,SUV / Cross over,8.0,645000000
Ford,EcoSport,2019.0,34000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,438000000
Toyota,Rush,2020.0,77400.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,488000000
Toyota,Fortuner,2016.0,94000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,8.0,525000000
Kia,Rondo,2018.0,83000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),7.0,340000000
Chevrolet,Captiva,2015.0,92000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,360000000
Hyundai,Santa Fe,2015.0,76000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,570000000
Hyundai,Tucson,2010.0,150000.0,Dầu,Tự động,Hàn Quốc,SUV / Cross over,5.0,370000000
Toyota,Innova,2008.0,180000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,215000000
Toyota,Innova,2019.0,87000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,620000000
Kia,Morning,2018.0,98000.0,Xăng,Số sàn,Hàn Quốc,Hatchback,5.0,215000000
Toyota,Veloz Cross,2022.0,165000.0,Xăng,Tự động,Nước khác,SUV / Cross over,9.0,535000000
Mitsubishi,Pajero,2003.0,130000.0,Xăng,Số sàn,Nhật Bản,SUV / Cross over,5.0,135000000
Mazda,CX 8,2022.0,26000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,8.0,895000000
Mercedes Benz,GLC Class,2021.0,39000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,1299000000
Toyota,Camry,2003.0,96000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,220000000
Mercedes Benz,S Class,2015.0,80000.0,Xăng,Tự động,Đức,Sedan,5.0,1399000000
Mazda,CX 5,2019.0,83000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,660000000
Ford,Everest,2019.0,48000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,840000000
Suzuki,Ertiga,2023.0,22000.0,Động cơ Hybrid,Tự động,Nước khác,SUV / Cross over,7.0,499000000
Kia,Sedona,2019.0,99000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),6.0,789000000
Honda,Civic,2018.0,66000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,485000000
Ford,Tourneo,2019.0,71000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,665000000
Honda,CR V,2024.0,13000.0,Động cơ Hybrid,Tự động,Việt Nam,SUV / Cross over,5.0,1225000000
Toyota,Innova,2012.0,111000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,320000000
Ford,Ranger,2021.0,23000.0,Dầu,Số sàn,Việt Nam,Pick-up (bán tải),5.0,486000000
Chevrolet,Spark,2017.0,73000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,175000000
Honda,Civic,2019.0,108000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,569000000
Ford,Ranger,2017.0,71000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,600000000
Kia,Carens,2023.0,41000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,670000000
Toyota,Corolla Cross,2021.0,19000.0,Xăng,5,Thái Lan,SUV / Cross over,5.0,725000000
Mazda,3,2015.0,57000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,385000000
Hyundai,Getz,2009.0,160000.0,Xăng,Số sàn,Hàn Quốc,Hatchback,5.0,128000000
Hyundai,Genesis,2009.0,100000.0,Xăng,Tự động,Hàn Quốc,Coupe (2 cửa),4.0,480000000
Kia,Morning,2017.0,1000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,175000000
Toyota,Fortuner,2014.0,130000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,465000000
Mitsubishi,Xpander,2019.0,75000.0,Xăng,Số sàn,Nước khác,Minivan (MPV),7.0,415000000
Kia,K3,2022.0,40000.0,Xăng,Tự động,Hàn Quốc,Sedan,2.0,581000000
Kia,K3,2024.0,10000.0,Xăng,Tự động,Hàn Quốc,Sedan,6.0,620000000
Mitsubishi,Xpander,2022.0,35000.0,Xăng,Tự động,Nhật Bản,Minivan (MPV),9.0,585000000
Ford,Ranger,2020.0,134000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,695000000
Nissan,X Terra,2019.0,70000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,725000000
Hyundai,Grand i10,2015.0,68000.0,Xăng,Tự động,Ấn Độ,Hatchback,5.0,277000000
Toyota,Vios,2019.0,62000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,379000000
Mitsubishi,Xpander Cross,2021.0,154000.0,Xăng,Số sàn,Nước khác,Minivan (MPV),7.0,425000000
Kia,Morning,2009.0,130000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,168000000
Toyota,Vios,2024.0,10000.0,Xăng,Tự động,Nhật Bản,Sedan,6.0,515000000
Mazda,CX 5,2020.0,60000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,699000000
Toyota,Corolla Altis,2017.0,8000.0,Xăng,Tự động,Nhật Bản,Sedan,6.0,505000000
Nissan,Almera,2022.0,70000.0,Xăng,Tự động,Thái Lan,Sedan,4.0,410000000
Kia,Carnival,2021.0,68000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),8.0,945000000
Kia,Cerato,2016.0,85.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,300000000
Mitsubishi,Attrage,2023.0,77000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,398000000
Kia,Dòng khác,2011.0,228000.0,Xăng,Số sàn,Hàn Quốc,Sedan,7.0,170000000
Toyota,Innova,2018.0,85000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,485000000
Hyundai,Tucson,2024.0,4500.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,945000000
Hyundai,Accent,2024.0,10000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,499000000
Toyota,Innova,2019.0,120000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,450000000
Toyota,Innova,2007.0,190.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,155000000
Ford,Explorer,2019.0,81000.0,Xăng,Tự động,Mỹ,SUV / Cross over,7.0,1150000000
Ford,Fiesta,2011.0,12000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,195000000
Mitsubishi,Xpander,2021.0,60000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,510000000
Toyota,Fortuner,2009.0,120000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,375000000
Kia,Soluto,2021.0,30000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,382000000
Mitsubishi,Xpander,2022.0,27900.0,Xăng,Tự động,Nhật Bản,Minivan (MPV),7.0,560000000
Ford,EcoSport,2019.0,90000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,435000000
Kia,Morning,2019.0,54000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,267000000
Hyundai,Accent,2018.0,80000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,280000000
Mitsubishi,Xpander,2024.0,9800.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,600000000
Toyota,Vios,2022.0,27000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,485000000
MG,MGZS,2024.0,0.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,515000000
Toyota,Innova,2019.0,81000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,525000000
Toyota,Corolla Cross,2022.0,54000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,660000000
Hyundai,Tucson,2022.0,13965.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,830000000
Kia,Cerato,2019.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,435000000
Toyota,Vios,2023.0,30000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,425000000
Mitsubishi,Xpander,2022.0,48000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,517000000
Chevrolet,Cruze,2012.0,110000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,205000000
Toyota,Rush,2018.0,62000.0,Xăng,Tự động,Ấn Độ,Minivan (MPV),7.0,435000000
Kia,Soluto,2022.0,28000.0,Xăng,Số sàn,Việt Nam,Sedan,2.0,359000000
Suzuki,Swift,2021.0,30000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,470000000
Suzuki,XL 7,2022.0,56000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,490000000
Kia,Seltos,2024.0,5000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,745000000
