brand,model,year,mileage,fuel_type,transmission,origin,car_type,seats,condition,price
Suzuki,XL 7,2021.0,460000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,445000000
Toyota,Prado,2021.0,17000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,2850000000
Toyota,Innova,2019.0,127000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,450000000
Ford,Territory,2022.0,45000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,726000000
Honda,CR V,2018.0,58.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,685000000
Mitsubishi,Xforce,2024.0,7000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,Đã sử dụng,690000000
Hyundai,Tucson,2020.0,60000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,715000000
Mitsubishi,Xpander,2021.0,110000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,495000000
VinFast,Fadil,2019.0,57000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,285000000
Ford,Everest,2005.0,160000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,8.0,Đã sử dụng,128000000
Toyota,Innova,2008.0,15000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,8.0,Đã sử dụng,173000000
Hyundai,Tucson,2020.0,55000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,696000000
Mazda,CX 5,2021.0,45000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,699000000
Toyota,Innova,2018.0,72000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,437000000
Kia,Cerato,2013.0,98000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,325000000
Mazda,BT 50,2021.0,75000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,635000000
Toyota,Innova,2014.0,190000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,305000000
Toyota,Vios,2017.0,17.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,287000000
Toyota,Avanza Premio,2023.0,90000.0,Xăng,Số sàn,Ấn Độ,SUV / Cross over,7.0,Đã sử dụng,395000000
Mercedes Benz,C Class,2022.0,0.0,Xăng,Tự động,Việt Nam,Sedan,4.0,Đã sử dụng,1849000000
Toyota,Fortuner,2020.0,46000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,895000000
Mercedes Benz,GLC,2022.0,45000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1489000000
BMW,3 Series,2024.0,27000.0,Xăng,Tự động,Nước khác,Sedan,5.0,Đã sử dụng,1639000000
Toyota,Fortuner,2014.0,147000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,8.0,Đã sử dụng,380000000
Kia,Seltos,2021.0,29850.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,580000000
Chevrolet,Cruze,2017.0,75000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,276000000
Ford,Everest,2007.0,90000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,185000000
Hyundai,Grand i10,2016.0,370000.0,Xăng,Số sàn,Ấn Độ,Hatchback,5.0,Đã sử dụng,140000000
Mercedes Benz,E Class,2022.0,81000.0,Xăng,Tự động,Nước khác,Sedan,5.0,Đã sử dụng,1788000000
Honda,CR V,2019.0,89000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,765000000
Toyota,Camry,2022.0,30000.0,Xăng,Tự động,Thái Lan,Sedan,2.0,Đã sử dụng,1050000000
Ford,Everest,2005.0,11111.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,135000000
Ford,Ranger,2018.0,95126.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,499000000
Mazda,6,2015.0,11000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,380000000
Toyota,Innova,2019.0,16300.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,550000000
Hyundai,Accent,2022.0,32000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,467000000
Toyota,Avanza Premio,2019.0,130000.0,Xăng,Số sàn,Nước khác,Minivan (MPV),7.0,Đã sử dụng,245000000
Nissan,Almera,2021.0,77560.0,Xăng,Số sàn,Thái Lan,Sedan,5.0,Đã sử dụng,305000000
Toyota,Fortuner,2015.0,126000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,450000000
Toyota,Fortuner,2019.0,68000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,739000000
Kia,Sorento,2016.0,65000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,528000000
Ford,Ranger,2019.0,80000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,449000000
Toyota,Wigo,2020.0,77000.0,Xăng,Tự động,Nước khác,Hatchback,5.0,Đã sử dụng,299000000
Honda,Civic,2019.0,111000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,559000000
Hyundai,Grand i10,2019.0,94000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,255000000
Toyota,Vios,2020.0,46.0,Xăng,5,Việt Nam,Sedan,5.0,Đã sử dụng,445000000
Hyundai,Accent,2023.0,14000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,475000000
Mercedes Benz,GLC,2021.0,59000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,Đã sử dụng,1599000000
BMW,7 Series,2007.0,170000.0,Xăng,Tự động,Đức,Sedan,4.0,Đã sử dụng,275000000
Mitsubishi,Triton,2016.0,150000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,378000000
Toyota,Innova,2020.0,12000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,680000000
Kia,Sorento,2020.0,73000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,679000000
Mazda,CX 8,2020.0,39000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,770000000
Mercedes Benz,GLC,2023.0,7500.0,Xăng,Tự động,Việt Nam,SUV / Cross over,4.0,Đã sử dụng,1959000000
Kia,Morning,2010.0,10000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,Đã sử dụng,215000000
Chevrolet,Colorado,2019.0,57000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,399999999
Toyota,Innova,2019.0,68000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,498000000
Mazda,CX 5,2018.0,56000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,629000000
Hyundai,Starex,2012.0,0.0,Dầu,Số sàn,Hàn Quốc,SUV / Cross over,9.0,Đã sử dụng,415000000
Ford,Tourneo,2019.0,48000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,735000000
Mercedes Benz,GLC,2020.0,65000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,Đã sử dụng,1139000000
Mercedes Benz,C Class,2009.0,150000.0,Xăng,Tự động,Đức,Sedan,5.0,Đã sử dụng,255000000
MG,MG5,2022.0,37000.0,Xăng,Tự động,Thái Lan,Sedan,4.0,Đã sử dụng,369000000
Ford,Ranger,2020.0,70000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,655000000
Mitsubishi,Attrage,2016.0,73000.0,Xăng,Tự động,Nhật Bản,Sedan,5.0,Đã sử dụng,220000000
VinFast,Lux A2.0,2022.0,40000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,590000000
Kia,Carnival,2019.0,50000.0,Dầu,Tự động,Hàn Quốc,Kiểu dáng khác,8.0,Đã sử dụng,200000000
Nissan,X Terra,2019.0,45000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,670000000
Mercedes Benz,GLK Class,2013.0,78000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,565000000
Toyota,Vios,2018.0,66000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,290000000
Mercedes Benz,GLC Class,2017.0,52999.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,Đã sử dụng,939000000
Ford,Territory,2023.0,18000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,820000000
Toyota,Vios,2021.0,30414.0,Xăng,5,Việt Nam,Sedan,5.0,Đã sử dụng,479000000
Ford,Everest,2018.0,40000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,818000000
Mitsubishi,Xpander,2024.0,18000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,609000000
Toyota,Raize,2021.0,42316.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,Đã sử dụng,470000000
Mitsubishi,Triton,2022.0,48000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,639000000
Mitsubishi,Xpander Cross,2021.0,67000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,530000000
Chevrolet,Vivant,2008.0,167000.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,105000000
Mazda,CX 8,2020.0,63739.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,786000000
Mitsubishi,Xpander,2021.0,104000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,465000000
Mitsubishi,Outlander,2020.0,370000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,675000000
Toyota,Veloz Cross,2023.0,34000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,579000000
Toyota,Innova,2007.0,317000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,175000000
Toyota,Camry,2018.0,125600.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,635000000
Toyota,Camry,2021.0,46246.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,829000000
Mazda,CX 8,2022.0,39000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,9.0,Đã sử dụng,779000000
Hyundai,Tucson,2019.0,34000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,695000000
Kia,Picanto,2013.0,120000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,215000000
Toyota,Venza,2009.0,104000.0,Xăng,Tự động,Mỹ,SUV / Cross over,5.0,Đã sử dụng,485000000
Hyundai,i20,2016.0,90000.0,Xăng,Tự động,Ấn Độ,Hatchback,5.0,Đã sử dụng,392000000
Mitsubishi,Grandis,2008.0,86000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,265000000
Honda,City,2017.0,88000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,390000000
Mitsubishi,Outlander,2017.0,110000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,592000000
Mitsubishi,Pajero Sport,2021.0,78000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,880000000
Honda,City,2018.0,90000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,368000000
Ford,EcoSport,2019.0,1.0,Xăng,Tự động,Mỹ,SUV / Cross over,5.0,Đã sử dụng,429000000
Toyota,Fortuner,2021.0,24000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,929000000
Toyota,Raize,2024.0,16000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,515000000
Hyundai,Grand i10,2013.0,130000.0,Xăng,Tự động,Ấn Độ,Hatchback,5.0,Đã sử dụng,220000000
Toyota,Innova,2011.0,168000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,228000000
Hyundai,Santa Fe,2010.0,120.0,Xăng,Tự động,Hàn Quốc,SUV / Cross over,7.0,Đã sử dụng,330000000
Ford,Ranger,2021.0,30000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,755000000
Ford,Fiesta,2012.0,100000.0,Xăng,Tự động,Nhật Bản,Sedan,5.0,Đã sử dụng,179000000
Toyota,Veloz Cross,2022.0,50000.0,Xăng,Tự động,Nước khác,Minivan (MPV),9.0,Đã sử dụng,555000000
Mitsubishi,Grandis,2010.0,118000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),5.0,Đã sử dụng,350000000
Mitsubishi,Xpander,2021.0,72000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,400000000
Audi,Q7,2007.0,94000.0,Xăng,Tự động,Mỹ,SUV / Cross over,7.0,Đã sử dụng,315000000
Toyota,Innova,2015.0,185632.0,Xăng,Số sàn,Việt Nam,Sedan,8.0,Đã sử dụng,295000000
Mazda,6,2005.0,78000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,195000000
Toyota,Innova,2019.0,82000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,420000000
Honda,CR V,2024.0,19000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,1230000000
Mitsubishi,Pajero Sport,2012.0,140000.0,Dầu,Số sàn,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,330000000
VinFast,VF3,2024.0,4500.0,Điện,Tự động,Việt Nam,SUV / Cross over,4.0,Đã sử dụng,290000000
Lexus,GX,2008.0,119000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,739000000
Ford,Everest,2006.0,39.0,Dầu,Số sàn,Mỹ,SUV / Cross over,7.0,Đã sử dụng,158000000
LandRover,Range Rover,2013.0,60000.0,Xăng,Tự động,Nước khác,SUV / Cross over,8.0,Đã sử dụng,2450000000
Toyota,Innova,2019.0,90000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,422000000
Toyota,Corolla Altis,2003.0,205000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,145000000
Toyota,Camry,2008.0,120000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,255000000
Chevrolet,Trailblazer,2018.0,85000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,499000000
Ford,Everest,2024.0,12000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1585000000
Suzuki,XL 7,2020.0,80000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,Đã sử dụng,439000000
Toyota,Camry,2011.0,147000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,362000000
Hyundai,Grand i10,2016.0,90000.0,Xăng,Số sàn,Ấn Độ,Hatchback,5.0,Đã sử dụng,169000000
Kia,Cerato,2020.0,79000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,470000000
Mazda,2,2017.0,100000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,298000000
Toyota,Fortuner,2012.0,99000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,8.0,Đã sử dụng,360000000
Mitsubishi,Triton,2016.0,110000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,368000000
Honda,CR V,2019.0,77000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,769000000
Mercedes Benz,GLK Class,2009.0,168000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,339000000
Toyota,Corolla Altis,2009.0,150000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,268000000
Hyundai,Tucson,2019.0,90000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,615000000
Hyundai,Tucson,2023.0,21000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,879000000
Mazda,6,2017.0,92120.0,Xăng,Bán tự động,Việt Nam,Sedan,5.0,Đã sử dụng,455000000
Hyundai,Tucson,2024.0,30000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,919000000
Toyota,Corolla Altis,2022.0,37000.0,Xăng,Tự động,Thái Lan,Sedan,2.0,Đã sử dụng,659000000
Honda,City,2021.0,79985.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,455000000
Kia,Sedona,2019.0,140000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,800000000
Mitsubishi,Mirage,2013.0,48215.0,Xăng,Số sàn,Thái Lan,Hatchback,5.0,Đã sử dụng,265000000
Ford,Ranger,2023.0,39000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,Đã sử dụng,1175000000
Kia,Morning,2016.0,160000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,Đã sử dụng,158000000
Mazda,6,2014.0,96000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,395000000
Hyundai,Grand i10,2019.0,10800.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,250000000
Kia,Morning,2018.0,150000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,Đã sử dụng,199000000
Ford,Ranger,2019.0,95000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,490000000
Mazda,CX 5,2015.0,160000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,430000000
Toyota,Corolla Cross,2021.0,30000.0,Động cơ Hybrid,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,745000000
Ford,Ranger,2022.0,26000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),2.0,Đã sử dụng,550000000
Ford,Everest,2019.0,0.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,899000000
Toyota,Fortuner,2020.0,64000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,790000000
Toyota,Prado,2023.0,22000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,2850000000
Toyota,Fortuner,2014.0,61000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,700000000
Lexus,GX,2007.0,100000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,680000000
Ford,Everest,2020.0,86000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,948000000
Ford,Explorer,2017.0,100000.0,Xăng,Tự động,Mỹ,SUV / Cross over,7.0,Đã sử dụng,869000000
VinFast,VF8,2022.0,33000.0,Điện,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,799000000
Toyota,Camry,2007.0,178000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,268000000
Toyota,Vios,2017.0,300000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,305000000
Lexus,ES,2023.0,14000.0,Xăng,Tự động,Nhật Bản,Sedan,5.0,Đã sử dụng,2350000000
Ford,Focus,2018.0,0.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,450000000
Kia,Morning,2016.0,110000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,245000000
Ford,Explorer,2017.0,0.0,Xăng,Tự động,Mỹ,SUV / Cross over,8.0,Đã sử dụng,980000000
Mercedes Benz,Sprinter,2010.0,220.0,Dầu,Số sàn,Việt Nam,Minivan (MPV),2.0,Đã sử dụng,235000000
Toyota,Innova,2010.0,139000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,185000000
Hyundai,Getz,2010.0,124454.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,Đã sử dụng,158000000
BMW,X5,2020.0,23000.0,Xăng,Tự động,Mỹ,SUV / Cross over,7.0,Đã sử dụng,2660000000
Peugeot,2008,2022.0,45000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,659000000
VinFast,VF3,2025.0,500.0,Xăng,Tự động,Việt Nam,SUV / Cross over,4.0,Đã sử dụng,259000000
Toyota,Corolla Cross,2022.0,30000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,710000000
Ford,Ranger,2017.0,95000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,408000000
Chevrolet,Colorado,2019.0,90000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,389000000
Kia,Carnival,2024.0,17000.0,Dầu,Tự động,Hàn Quốc,Minivan (MPV),8.0,Đã sử dụng,1470000000
Mitsubishi,Attrage,2021.0,53000.0,Xăng,5,Thái Lan,Sedan,5.0,Đã sử dụng,328000000
Toyota,Fortuner,2023.0,29000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,968000000
Toyota,Innova,2019.0,87000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,603000000
Toyota,Yaris,2019.0,34000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,Đã sử dụng,470000000
Toyota,Veloz Cross,2024.0,28000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,598000000
BMW,3 Series,2007.0,200000.0,Xăng,Tự động,Đức,Sedan,5.0,Đã sử dụng,300000000
Mitsubishi,Mirage,2017.0,98000.0,Xăng,Số sàn,Thái Lan,Hatchback,5.0,Đã sử dụng,198000000
Mercedes Benz,GLC Class,2018.0,38000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1159000000
Toyota,Vios,2013.0,102000.0,Xăng,Tự động,Nước khác,Sedan,5.0,Đã sử dụng,265000000
Ford,Ranger,2022.0,38000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,Đã sử dụng,740000000
Mitsubishi,Xpander,2019.0,55000.0,Xăng,Số sàn,Nước khác,Minivan (MPV),5.0,Đã sử dụng,410000000
Lexus,ES,2023.0,14000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,2349000000
Toyota,Fortuner,2021.0,50125.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,996000000
Toyota,Fortuner,2021.0,86000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,850000000
Toyota,Avanza Premio,2019.0,129000.0,Xăng,Số sàn,Nước khác,Minivan (MPV),5.0,Đã sử dụng,232000000
Toyota,Corolla Cross,2021.0,30000.0,Xăng,5,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,745000000
Toyota,Fortuner,2020.0,81000.0,Dầu,Số sàn,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,840000000
BMW,3 Series,2016.0,68000.0,Xăng,Tự động,Đức,Sedan,4.0,Đã sử dụng,579000000
Mercedes Benz,C Class,2016.0,36000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,779000000
Ford,Ranger,2017.0,81000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,539000000
Daewoo,Lacetti,2011.0,100000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,Đã sử dụng,115000000
Toyota,Yaris,2016.0,7800.0,Xăng,Tự động,Nước khác,Hatchback,5.0,Đã sử dụng,420000000
Hyundai,Tucson,2020.0,87000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,686000000
Chevrolet,Trailblazer,2018.0,100000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,585000000
Ford,Ranger,2016.0,90000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,389000000
Toyota,Vios,2020.0,78000.0,Xăng,5,Việt Nam,Sedan,5.0,Đã sử dụng,425000000
Honda,City,2018.0,80000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,418000000
Ford,Everest,2021.0,36000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,925000000
Toyota,Corolla Altis,2001.0,123456.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,147000000
Toyota,Corolla Altis,2014.0,109000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,460000000
Ford,EcoSport,2020.0,46000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,450000000
Nissan,Navara,2024.0,11000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,780000000
Toyota,Innova,2017.0,98000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,420000000
Toyota,Yaris,2010.0,110000.0,Xăng,Tự động,Nhật Bản,Sedan,5.0,Đã sử dụng,278000000
Ford,Ranger,2019.0,58000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,885000000
Kia,Cerato,2021.0,33000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,535000000
VinFast,Lux SA2.0,2019.0,60000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,699000000
Kia,Rio,2017.0,85000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,Đã sử dụng,310000000
Chevrolet,Spark,2016.0,90000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,Đã sử dụng,115000000
Hyundai,Elantra,2023.0,22000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,590000000
Toyota,Yaris,2008.0,120000.0,Xăng,Tự động,Nhật Bản,Hatchback,5.0,Đã sử dụng,248000000
Toyota,Camry,2016.0,79000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,538000000
Ford,Ranger,2023.0,44000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,Đã sử dụng,638000000
Toyota,Camry,2019.0,62000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,860000000
Ford,Ranger,2017.0,125000.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,468000000
Honda,City,2017.0,270000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,330000000
Hyundai,Getz,2007.0,22.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,Đã sử dụng,150000000
Suzuki,XL 7,2022.0,79000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,400000000
Ford,Ranger,2021.0,96000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,839000000
Toyota,Raize,2023.0,38000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,Đã sử dụng,455000000
VinFast,VF5,2024.0,50000.0,Điện,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,475000000
