brand,model,year,mileage,fuel_type,transmission,origin,car_type,seats,condition,price
Ford,Territory,2023.0,230000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,760000000
Mitsubishi,Xpander,2024.0,43000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,600000000
Peugeot,3008,2018.0,70000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),5.0,Đã sử dụng,540000000
Honda,Civic,2008.0,188000.0,Xăng,Tự động,Việt Nam,Sedan,4.0,Đã sử dụng,200000000
Hyundai,Accent,2019.0,810000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,290000000
Toyota,Corolla Altis,2021.0,21000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,625000000
Kia,Carnival,2022.0,72000.0,Động cơ Hybrid,Tự động,Việt Nam,Minivan (MPV),10.0,Đã sử dụng,1250000000
Kia,Morning,2018.0,138000.0,Xăng,Số sàn,Việt Nam,Hatchback,5.0,Đã sử dụng,186000000
Ford,Ranger,2017.0,113000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,559000000
Hyundai,Elantra,2016.0,30000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,Đã sử dụng,400000000
Toyota,Innova,2006.0,315000.0,Xăng,Số sàn,Nước khác,Minivan (MPV),8.0,Đã sử dụng,195000000
Hyundai,Santa Fe,2020.0,100000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,710000000
Honda,Civic,2009.0,200000.0,Xăng,Số sàn,Việt Nam,Sedan,4.0,Đã sử dụng,168000000
Ford,Fiesta,2011.0,106000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,215000000
Hyundai,Grand i10,2018.0,60000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,300000000
Mitsubishi,Xpander Cross,2024.0,1800.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,656000000
Kia,Seltos,2021.0,70588.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,489000000
Hyundai,Santa Fe,2022.0,12000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,1235000000
Mazda,3,2004.0,123456.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,179000000
Mercedes Benz,C Class,2016.0,93000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,650000000
Toyota,Innova,2016.0,135000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,338000000
Suzuki,Ertiga,2021.0,800000.0,Xăng,Số sàn,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,385000000
Toyota,Innova,2006.0,178179.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,152000000
Ford,Everest,2020.0,89000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,888000000
Ford,Ranger,2016.0,12.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,398000000
Suzuki,Celerio,2019.0,24000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,Đã sử dụng,269000000
Isuzu,Mu X,2019.0,124000.0,Dầu,Số sàn,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,500000000
Mitsubishi,Xpander Cross,2020.0,31000.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,Đã sử dụng,515000000
VinFast,Lux SA2.0,2021.0,23000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,730000000
Hyundai,Getz,2010.0,15000.0,Xăng,Số sàn,Hàn Quốc,Hatchback,5.0,Đã sử dụng,125000000
Hyundai,Elantra,2023.0,50000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,Đã sử dụng,650000000
Kia,Sedona,2016.0,150000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,545000000
Toyota,Yaris,2022.0,22000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,Đã sử dụng,560000000
Mercedes Benz,C Class,2012.0,119000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,329000000
Kia,Soluto,2020.0,100000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,255000000
Mercedes Benz,GLC,2018.0,63000.0,Xăng,Tự động,Đức,SUV / Cross over,5.0,Đã sử dụng,1079000000
Mitsubishi,Xpander Cross,2023.0,40000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,585000000
VinFast,VF5 Plus,2023.0,63000.0,Điện,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,450000000
Suzuki,Ertiga,2023.0,15000.0,Động cơ Hybrid,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,530000000
Hyundai,Elantra,2020.0,47000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,455000000
Toyota,Sienna,2009.0,106000.0,Xăng,Tự động,Mỹ,Minivan (MPV),7.0,Đã sử dụng,480000000
Ford,Focus,2011.0,110000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,185000000
Toyota,Fortuner,2017.0,9300.0,Dầu,Số sàn,Nước khác,SUV / Cross over,8.0,Đã sử dụng,635000000
Mitsubishi,Xpander Cross,2024.0,25000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,620000000
Hyundai,Santa Fe,2021.0,64000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,850000000
Mitsubishi,Xpander Cross,2024.0,9999.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,656000000
Mazda,CX 5,2018.0,62000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,570000000
Honda,Civic,2007.0,114722.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,225000000
VinFast,VF3,2024.0,1000.0,Điện,Tự động,Việt Nam,SUV / Cross over,4.0,Đã sử dụng,245000000
Kia,Sedona,2019.0,100000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,769000000
Toyota,Rush,2020.0,106000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,479000000
Mitsubishi,Attrage,2021.0,51000.0,Xăng,Số sàn,Thái Lan,Sedan,5.0,Đã sử dụng,270000000
Kia,Morning,2009.0,60000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,Đã sử dụng,169000000
Mitsubishi,Outlander,2022.0,34000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,705000000
Toyota,Innova,2019.0,78000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,660000000
Toyota,Yaris,2021.0,48000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,Đã sử dụng,530000000
Hyundai,Custin,2024.0,11000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,879000000
Hyundai,Elantra,2020.0,46000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,455000000
Mitsubishi,Xpander,2024.0,6000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,495000000
Toyota,Fortuner,2019.0,76000.0,Dầu,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,815000000
Toyota,Veloz Cross,2022.0,47000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,590000000
Nissan,X trail,2016.0,120000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,495000000
Mazda,3,2017.0,85555.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,379000000
Hyundai,Accent,2020.0,32000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,340000000
Hyundai,Accent,2022.0,6800.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,479000000
Ford,Escape,2004.0,155.0,Xăng,Bán tự động,Việt Nam,Hatchback,7.0,Đã sử dụng,155000000
Honda,City,2020.0,38000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,425000000
Kia,Rio,2015.0,130000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,Đã sử dụng,245000000
Hyundai,Grand i10,2018.0,700000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,Đã sử dụng,299000000
Toyota,Land Cruiser Prado,2014.0,85000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,1065000000
Mercedes Benz,GLC Class,2019.0,120000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,949000000
Hyundai,Accent,2024.0,18250.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,395000000
Ford,Transit,2017.0,204319.0,Dầu,Số sàn,Việt Nam,Kiểu dáng khác,16.0,Đã sử dụng,330000000
Ford,EcoSport,2017.0,78000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,350000000
VinFast,Lux A2.0,2020.0,880000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,505000000
Toyota,Vios,2019.0,69056.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,372000000
Honda,City,2016.0,72000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,335000000
Ford,Ranger,2017.0,96000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,468000000
Hyundai,Accent,2023.0,13000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,445000000
Toyota,Fortuner,2021.0,82000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,925000000
Honda,Civic,2021.0,23000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,668000000
Kia,Carnival,2022.0,29000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,1190000000
Hyundai,Accent,2022.0,77000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,455000000
Toyota,Veloz Cross,2022.0,50000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,569000000
Mercedes Benz,GLC Class,2019.0,70000.0,Xăng,Bán tự động,Đức,SUV / Cross over,5.0,Đã sử dụng,1350000000
Toyota,Innova,2006.0,215000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,185000000
Hyundai,Elantra,2024.0,11000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,Đã sử dụng,635000000
Ford,Transit,2017.0,190000.0,Dầu,Số sàn,Việt Nam,Kiểu dáng khác,16.0,Đã sử dụng,420000000
Ford,Everest,2022.0,30000.0,Xăng,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,960000000
Toyota,Innova,2007.0,150000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,205000000
Toyota,Corolla Altis,2015.0,130000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,435000000
Kia,Morning,2009.0,90000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,Đã sử dụng,155000000
Ford,Focus,2018.0,83000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,380000000
Ford,Ranger,2020.0,38000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,715000000
Mercedes Benz,GLC,2022.0,7000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1999000000
Toyota,Veloz Cross,2023.0,23000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,575000000
Ford,Everest,2010.0,2112.0,Dầu,Tự động,Mỹ,SUV / Cross over,7.0,Đã sử dụng,279000000
VinFast,Lux A2.0,2022.0,34000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,695000000
Mercedes Benz,E Class,2019.0,40000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1289000000
Mazda,CX 5,2016.0,10000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,486000000
Toyota,Camry,2016.0,0.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,725000000
Toyota,Veloz Cross,2022.0,2000.0,Xăng,Tự động,Thái Lan,Minivan (MPV),9.0,Đã sử dụng,540000000
Kia,Sedona,2016.0,66000.0,Dầu,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,595000000
Toyota,Innova,2021.0,52700.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,702000000
Mercedes Benz,E Class,2019.0,42000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1159000000
Mercedes Benz,GLC,2021.0,50000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1789000000
Nissan,X Terra,2019.0,76000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,5.0,Đã sử dụng,650000000
Kia,Morning,2009.0,99000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,Đã sử dụng,169000000
Mazda,CX 5,2021.0,50000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,2.0,Đã sử dụng,765000000
Mazda,CX 8,2023.0,27000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,6.0,Đã sử dụng,1050000000
Mazda,CX 8,2023.0,30000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,919000000
Toyota,Fortuner,2019.0,99960.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,740000000
Peugeot,3008,2020.0,15000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,715000000
Toyota,Camry,2015.0,145000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,535000000
Kia,Morning,2009.0,135000.0,Xăng,Tự động,Hàn Quốc,Hatchback,5.0,Đã sử dụng,159000000
Hyundai,Avante,2016.0,19000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,Đã sử dụng,240000000
Mercedes Benz,E Class,2008.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,215000000
Ford,Ranger,2018.0,11.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,495000000
Mercedes Benz,C Class,2022.0,40000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,1239000000
Kia,Cerato,2020.0,59000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,534000000
Mazda,3,2019.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,465000000
Mitsubishi,Triton,2021.0,1.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,535000000
Hyundai,Accent,2011.0,19000.0,Xăng,Số sàn,Hàn Quốc,Sedan,5.0,Đã sử dụng,245000000
Kia,Picanto,2018.0,77000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,295000000
Toyota,Vios,2020.0,72000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,333000000
Mercedes Benz,E Class,2016.0,42000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,859000000
Mercedes Benz,GLC,2017.0,134267.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,1000000000
Toyota,Wigo,2018.0,70000.0,Xăng,Tự động,Nước khác,Hatchback,5.0,Đã sử dụng,295000000
Ford,Ranger,2019.0,93339.0,Dầu,Số sàn,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,450000000
Mitsubishi,Xpander Cross,2021.0,58000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,550000000
Toyota,Camry,2015.0,13000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,355000000
Chevrolet,Vivant,2007.0,73000.0,Xăng,Tự động,Việt Nam,Hatchback,4.0,Đã sử dụng,125000000
Toyota,Fortuner,2020.0,177999.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,838000000
VinFast,VFe34,2022.0,49000.0,Điện,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,465000000
Ford,Everest,2020.0,40000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,888000000
Mazda,CX 5,2023.0,12000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,855000000
Kia,Sorento,2014.0,66000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,432000000
Honda,Civic,2019.0,90000.0,Xăng,Tự động,Thái Lan,Sedan,4.0,Đã sử dụng,545000000
Toyota,Fortuner,2018.0,85000.0,Dầu,Tự động,Nước khác,SUV / Cross over,7.0,Đã sử dụng,780000000
Mazda,3,2023.0,24000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,595000000
Toyota,Fortuner,2013.0,130000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,389000000
Hyundai,Elantra,2023.0,50000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,645000000
Toyota,Innova,2021.0,58000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,745000000
MG,MG5,2022.0,80000.0,Xăng,Tự động,Thái Lan,Sedan,5.0,Đã sử dụng,397000000
Hyundai,Santa Fe,2020.0,77000.0,Dầu,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,879000000
Mercedes Benz,Sprinter,2007.0,300000.0,Dầu,Số sàn,Đức,Van,7.0,Đã sử dụng,140000000
Ford,Everest,2019.0,60000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,860000000
Honda,City,2021.0,48000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,465000000
BMW,3 Series,2003.0,200.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,120000000
Toyota,Veloz Cross,2023.0,49900.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,600000000
Ford,Ranger,2023.0,38000.0,Dầu,Tự động,Việt Nam,Pick-up (bán tải),5.0,Đã sử dụng,860000000
Kia,Morning,2020.0,56000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,325000000
Honda,CR V,2018.0,72000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,705000000
Ford,Explorer,2019.0,50000.0,Xăng,Tự động,Mỹ,SUV / Cross over,7.0,Đã sử dụng,1180000000
Ford,Everest,2022.0,39000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,9.0,Đã sử dụng,1300000000
Toyota,1116,2024.0,18000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,605000000
VinFast,VF5,2024.0,0.0,Điện,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,529000000
Toyota,Yaris,2021.0,46000.0,Xăng,Tự động,Thái Lan,Hatchback,5.0,Đã sử dụng,529000000
Toyota,Innova,2017.0,80000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,516000000
Kia,Sedona,2015.0,86000.0,Xăng,Tự động,Hàn Quốc,Minivan (MPV),7.0,Đã sử dụng,450000000
Mercedes Benz,E Class,2015.0,12345.0,Xăng,Tự động,Đức,Sedan,5.0,Đã sử dụng,529000000
Honda,Brio,2019.0,61000.0,Xăng,Bán tự động,Nước khác,Hatchback,5.0,Đã sử dụng,358000000
Hyundai,Accent,2019.0,45000.0,Xăng,Tự động,Hàn Quốc,Sedan,5.0,Đã sử dụng,360000000
Toyota,Yaris Cross,2024.0,19500.0,Xăng,Tự động,Nước khác,SUV / Cross over,5.0,Đã sử dụng,670000000
Chevrolet,Orlando,2017.0,110000.0,Xăng,Số sàn,Mỹ,Minivan (MPV),7.0,Đã sử dụng,305000000
Nissan,Navara,2023.0,28000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),4.0,Đã sử dụng,589000000
Hyundai,Creta,2022.0,44000.0,Xăng,Tự động,Hàn Quốc,SUV / Cross over,5.0,Đã sử dụng,639000000
Kia,Morning,2020.0,58000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,299000000
Mitsubishi,Xpander,2020.0,64000.0,Xăng,Số sàn,Nước khác,Minivan (MPV),5.0,Đã sử dụng,415000000
Hyundai,Grand i10,2017.0,102.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,179000000
Toyota,Innova,2007.0,150000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,185000000
Mitsubishi,Outlander,2019.0,23000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,600000000
Mitsubishi,Xpander,2019.0,60000.0,Xăng,Tự động,Nước khác,Minivan (MPV),7.0,Đã sử dụng,459000000
Kia,Sonet,2022.0,36000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,555000000
Toyota,Innova,2023.0,17615.0,Xăng,Số sàn,Việt Nam,SUV / Cross over,8.0,Đã sử dụng,688000000
Isuzu,Mu X,2016.0,160000.0,Dầu,Số sàn,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,400000000
Honda,City,2022.0,57000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,485000000
Toyota,Vios,2019.0,42000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,425000000
Toyota,Innova,2020.0,141000.0,Xăng,Số sàn,Việt Nam,Minivan (MPV),8.0,Đã sử dụng,505000000
Ford,Everest,2019.0,178000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,800000000
Ford,Territory,2023.0,19500.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,818000000
Kia,Cerato,2021.0,49000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,530000000
Toyota,Corolla Cross,2023.0,10000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,2.0,Đã sử dụng,735000000
Chevrolet,Cruze,2017.0,130000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,255000000
Ford,EcoSport,2015.0,120000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,310000000
Honda,CR V,2019.0,65000.0,Xăng,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,770000000
Mazda,3,2017.0,9.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,409000000
Toyota,Fortuner,2016.0,82000.0,Xăng,Tự động,Việt Nam,SUV / Cross over,7.0,Đã sử dụng,571000000
Toyota,Vios,2017.0,170000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,265000000
Mercedes Benz,C Class,2019.0,60000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,798000000
Toyota,Avanza Premio,2019.0,81000.0,Xăng,Số sàn,Nước khác,Minivan (MPV),7.0,Đã sử dụng,299000000
Toyota,Vios,2022.0,40000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,455000000
Toyota,Camry,2001.0,249000.0,Xăng,Số sàn,Nhật Bản,Sedan,5.0,Đã sử dụng,145000000
BMW,X5,2011.0,57000.0,Xăng,Tự động,Mỹ,SUV / Cross over,8.0,Đã sử dụng,570000000
Ford,Ranger,2021.0,90000.0,Dầu,Tự động,Thái Lan,Pick-up (bán tải),5.0,Đã sử dụng,989000000
Kia,Rondo,2019.0,88000.0,Xăng,Tự động,Việt Nam,Minivan (MPV),7.0,Đã sử dụng,420000000
Toyota,Vios,2019.0,69000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,316000000
Lexus,GX,2008.0,160000.0,Xăng,Tự động,Nhật Bản,SUV / Cross over,7.0,Đã sử dụng,860000000
Kia,Morning,2009.0,150000.0,Xăng,Số sàn,Hàn Quốc,Hatchback,5.0,Đã sử dụng,115000000
BMW,3 Series,2011.0,200000.0,Xăng,Tự động,Đức,Sedan,5.0,Đã sử dụng,280000000
Kia,Morning,2018.0,70000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,295000000
Chevrolet,Spark,2012.0,47000.0,Xăng,Số sàn,Việt Nam,Sedan,5.0,Đã sử dụng,126000000
Hyundai,Accent,2022.0,23000.0,Xăng,Tự động,Nước khác,Sedan,5.0,Đã sử dụng,440000000
VinFast,Fadil,2019.0,140000.0,Xăng,Tự động,Việt Nam,Hatchback,5.0,Đã sử dụng,280000000
Ford,Everest,2023.0,38000.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1460000000
Mazda,CX 5,2022.0,9500.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,745000000
VinFast,Lux A2.0,2022.0,17000.0,Xăng,Tự động,Việt Nam,Sedan,2.0,Đã sử dụng,609000000
Ford,Explorer,2022.0,4000.0,Xăng,Tự động,Mỹ,SUV / Cross over,7.0,Đã sử dụng,1795000000
Ford,Ranger,2024.0,20000.0,Dầu,Số sàn,Nước khác,Pick-up (bán tải),5.0,Đã sử dụng,885000000
Mazda,3,2020.0,100000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,518000000
VinFast,Lux A2.0,2021.0,69000.0,Xăng,Tự động,Việt Nam,Sedan,5.0,Đã sử dụng,545000000
Ford,Escape,2003.0,139868.0,Xăng,Tự động,Việt Nam,SUV / Cross over,5.0,Đã sử dụng,110000000
Ford,Everest,2022.0,39200.0,Dầu,Tự động,Thái Lan,SUV / Cross over,7.0,Đã sử dụng,1330000000
Mitsubishi,Xpander,2020.0,65000.0,Xăng,Tự động,Nhật Bản,Minivan (MPV),7.0,Đã sử dụng,489000000
